Agency,Total spend (approx),DISTRICT_NAME,STATENAME,NATIONAL DATA ID,STREET_ADDRESS,CITY,COMPANY_DOMAIN
"Marlboro Central School District, New York",NDA,MARLBORO CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3618570,21 MILTON TPKE-STE 100,MILTON,http://www.marlboroschools.org
"Ellensburg School District, Washington",NDA,ELLENSBURG SCHOOL DISTRICT,WASHINGTON,NCES_District-5302460,1300 E 3RD AVE,ELLENSBURG,http://esd401.org
"Sampson County Schools, North Carolina",NDA,SAMPSON COUNTY SCHOOLS,NORTH CAROLINA,NCES_District-3704140,437 Rowan Rd,Clinton,http://www.sampson.k12.nc.us/
"Wenatchee School District, Washington",NDA,WENATCHEE SCHOOL DISTRICT,WASHINGTON,NCES_District-5309660,235 Sunset Ave,WENATCHEE,http://wenatcheeschools.org
"Alameda County Office of Education, California",NDA,ALAMEDA COUNTY OFFICE OF EDUCATION,CALIFORNIA,NCES_District-0691051,313 West Winton Ave.,Hayward,http://www.acoe.org
"Addison Central School District, New York",NDA,ADDISON CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3602370,7 CLEVELAND DR-STE 101,ADDISON,http://www.addisoncsd.org
"Wabasha-Kellogg School District, Minnesota",NDA,WABASHA-KELLOGG SCHOOL DISTRICT,MINNESOTA,NCES_District-2741060,2113 HIAWATHA DR E,WABASHA,http://www.wabasha-kellogg.k12.mn.us/
"Pembroke Central School District, New York",NDA,PEMBROKE CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3608340,PO BOX 308,CORFU,http://www.pembrokecsd.org
"Necedah Area School District, Wisconsin",NDA,NECEDAH AREA SCHOOL DISTRICT,WISCONSIN,NCES_District-5510230,1801 S Main St,Necedah,http://www.necedahschools.org
"Florida Union Free School District, New York",NDA,FLORIDA UNION FREE SCHOOL DISTRICT,NEW YORK,NCES_District-3625320,PO DRAWER 757,FLORIDA,http://www.floridaufsd.org
"Everman ISD, Texas",NDA,EVERMAN ISD,TEXAS,NCES_District-4818810,1520 E EVERMAN PKWY,FORT WORTH,http://www.eisd.org
"Littlefield ISD, Texas",NDA,LITTLEFIELD ISD,TEXAS,NCES_District-4827750,1207 E 14TH ST,LITTLEFIELD,http://www.lfdisd.org
"Edgewood ISD, Texas",NDA,EDGEWOOD ISD,TEXAS,NCES_District-4818120,804 E PINE ST,EDGEWOOD,http://www.edgewood-isd.net
"Edgewood ISD, Texas",NDA,EDGEWOOD ISD,TEXAS,NCES_District-4818150,5358 W COMMERCE ST,SAN ANTONIO,http://www.eisd.net
"Cherry Valley-Springfield Central School District, New York",NDA,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3600006,PO BOX 485,CHERRY VALLEY,http://www.cvscs.org
"Lebanon School District, New Hampshire",NDA,LEBANON SCHOOL DISTRICT,NEW HAMPSHIRE,NCES_District-3304230,Seminary Hill School,West Lebanon,
"Fillmore Central School District, New York",NDA,FILLMORE CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3611070,PO BOX 177,FILLMORE,http://www.fillmorecsd.org
"Fluvanna County Public Schools, Virginia",NDA,FLUVANNA COUNTY PUBLIC SCHOOLS,VIRGINIA,NCES_District-5101380,14455 James Madison Highway,Palmyra,http://www.fluco.org
"Baraboo School District, Wisconsin",NDA,BARABOO SCHOOL DISTRICT,WISCONSIN,NCES_District-5500810,423 Linn St,Baraboo,http://www.baraboo.k12.wi.us
"Orchard Park Central School District, New York",NDA,ORCHARD PARK CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3621900,2240 SOUTHWESTERN BLVD,WEST SENECA,http://www.opschools.org
"Kettle Moraine School District, Wisconsin",NDA,KETTLE MORAINE SCHOOL DISTRICT,WISCONSIN,NCES_District-5503510,563 A J Allen Cir,Wales,http://www.kmsd.edu
"Monona Grove School District, Wisconsin",NDA,MONONA GROVE SCHOOL DISTRICT,WISCONSIN,NCES_District-5509810,5301 Monona Dr,Monona,http://www.mononagrove.org
"Greenville Central School District, New York",NDA,GREENVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3612870,PO BOX 129,GREENVILLE,http://www.greenvillecsd.org
"Liberty County, Georgia",NDA,LIBERTY COUNTY,GEORGIA,NCES_District-1303300,110 S. Gause St.,Hinesville,
"Ossining Union Free School District, New York",NDA,OSSINING UNION FREE SCHOOL DISTRICT,NEW YORK,NCES_District-3622020,400 EXECUTIVE BLVD,OSSINING,http://www.ossiningufsd.org
"Sidney Central School District, New York",NDA,SIDNEY CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3626850,95 W MAIN ST,SIDNEY,http://www.sidneycsd.org
"Susquehanna Valley Central School District, New York",NDA,SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3628380,PO BOX 200,CONKLIN,http://www.svsabers.org
"Kaukauna Area School District, Wisconsin",NDA,KAUKAUNA AREA SCHOOL DISTRICT,WISCONSIN,NCES_District-5507290,District Office,Kaukauna,http://www.kaukauna.k12.wi.us
"Marysville Public Schools, Michigan",NDA,MARYSVILLE PUBLIC SCHOOLS,MICHIGAN,NCES_District-2623040,495 East Huron Blvd,MARYSVILLE,http://www.marysvilleschools.us
"Rockaway Township School District, New Jersey",NDA,ROCKAWAY TOWNSHIP SCHOOL DISTRICT,NEW JERSEY,NCES_District-3414130,16 School Road,Hibernia,http://www.rocktwp.net
"Ulster BOCES, New York",NDA,ULSTER BOCES,NEW YORK,NCES_District-3680920,175 RTE 32 N,NEW PALTZ,http://www.ulsterboces.org
"Montgomery County Public Schools, Virginia",NDA,MONTGOMERY COUNTY PUBLIC SCHOOLS,VIRGINIA,NCES_District-5102520,750 Imperial St.,Christiansburg,http://www.mcps.org
"Henry Hudson Regional School District, New Jersey",NDA,HENRY HUDSON REGIONAL SCHOOL DISTRICT,NEW JERSEY,NCES_District-3407050,1 Grand Tour,Highlands,http://www.henryhudsonreg.k12.nj.us
"Estes Park School District R-3, Colorado",NDA,ESTES PARK SCHOOL DISTRICT R-3,COLORADO,NCES_District-0803810,1605 BRODIE AVENUE,ESTES PARK,http://www.estesschools.org
"Syosset Central School District, New York",NDA,SYOSSET CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3628560,PO BOX 9029,SYOSSET,http://syossetschools.org
"Wabeno Area School District, Wisconsin",NDA,WABENO AREA SCHOOL DISTRICT,WISCONSIN,NCES_District-5515390,Wabeno Elementary School,Wabeno,http://www.wabeno.k12.wi.us
"Westminster Public Schools, Colorado",NDA,WESTMINSTER PUBLIC SCHOOLS,COLORADO,NCES_District-0807230,6933 RALEIGH STREET,WESTMINSTER,http://www.westminsterpublicschools.org/
"Wood County Schools, West Virginia",NDA,WOOD COUNTY SCHOOLS,WEST VIRGINIA,NCES_District-5401620,1210 13TH STREET,PARKERSBURG,
"Schalmont Central School District, New York",NDA,SCHALMONT CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3625980,4 SABRE DR,SCHENECTADY,http://www.schalmont.org
"Portland Public Schools, Maine",NDA,PORTLAND PUBLIC SCHOOLS,MAINE,NCES_District-2309930,353 Cumberland Ave,Portland,http://www.portlandschools.org/
"Hastings-on-Hudson Union Free School District, New York",NDA,HASTINGS-ON-HUDSON UNION FREE SCHOOL DISTRICT,NEW YORK,NCES_District-3613950,27 FARRAGUT AVE,HASTINGS ON HUDSON,http://www.hohschools.org
"Little Chute Area School District, Wisconsin",NDA,LITTLE CHUTE AREA SCHOOL DISTRICT,WISCONSIN,NCES_District-5508160,1402 Freedom Rd,Little Chute,http://www.littlechute.k12.wi.us
"Gananda Central School District, New York",NDA,GANANDA CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3611740,1500 DAYSPRING RDG,WALWORTH,http://www.gananda.org
"Merton Community School District, Wisconsin",NDA,MERTON COMMUNITY SCHOOL DISTRICT,WISCONSIN,NCES_District-5509360,PO Box 15,Merton,http://www.merton.k12.wi.us
"Harnett County Schools, North Carolina",NDA,HARNETT COUNTY SCHOOLS,NORTH CAROLINA,NCES_District-3702010,PO Box 1029,Lillington,http://www.harnett.k12.nc.us/
"Randolph Field ISD, Texas",NDA,RANDOLPH FIELD ISD,TEXAS,NCES_District-4836450,P O BOX 2217,UNIVERSAL CITY,http://www.rfisd.net
"Afton Central School District, New York",NDA,AFTON CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3602400,PO BOX 5,AFTON,http://www.aftoncsd.org
"Reed City Area Public Schools, Michigan",NDA,REED CITY AREA PUBLIC SCHOOLS,MICHIGAN,NCES_District-2629490,225 WEST CHURCH AVE STE A,REED CITY,
"Washington State University, Washington",NDA,WASHINGTON STATE UNIVERSITY,WASHINGTON,NCES_District-5300317,WSU,Pullman,
"Washakie County School District #2, Wyoming",NDA,WASHAKIE COUNTY SCHOOL DISTRICT #2,WYOMING,NCES_District-5605820,P.O. Box 105,Ten Sleep,http://www.wsh2.k12.wy.us
"Harper Creek Community Schools, Michigan",NDA,HARPER CREEK COMMUNITY SCHOOLS,MICHIGAN,NCES_District-2617730,7454 B DR N,BATTLE CREEK,http://harpercreek.net
"Cleveland County Schools, North Carolina",NDA,CLEVELAND COUNTY SCHOOLS,NORTH CAROLINA,NCES_District-3700900,400 West Marion Street,Shelby,http://www.clevelandcountyschools.org/
"Whitnall School District, Wisconsin",NDA,WHITNALL SCHOOL DISTRICT,WISCONSIN,NCES_District-5506000,5000 S 116th St,Greenfield,http://www.whitnall.com
"Hopkinton School District, New Hampshire",NDA,HOPKINTON SCHOOL DISTRICT,NEW HAMPSHIRE,NCES_District-3303900,204 Maple St.,Contoocook,http://www.hopkintonschools.org/en-US
"Sheridan School District, Arkansas",NDA,SHERIDAN SCHOOL DISTRICT,ARKANSAS,NCES_District-0500015,400 N ROCK,SHERIDAN,http://www.sheridanschools.org
"David City Public Schools, Nebraska",NDA,DAVID CITY PUBLIC SCHOOLS,NEBRASKA,NCES_District-3100002,750 D ST,DAVID CITY,
"East Rockaway Union Free School District, New York",NDA,EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,NEW YORK,NCES_District-3609960,443 OCEAN AVE,EAST ROCKAWAY,http://www.eastrockawayschools.org
"Lakeland School District, Pennsylvania",NDA,LAKELAND SCHOOL DISTRICT,PENNSYLVANIA,NCES_District-4213050,1355 Lakeland Drive,Scott Township,http://www.lakelandsd.org/
"Pleasantville Union Free School District, New York",NDA,PLEASANTVILLE UNION FREE SCHOOL DISTRICT,NEW YORK,NCES_District-3623310,60 ROMER AVE,PLEASANTVILLE,http://www.pleasantvilleschools.com
"Blissfield Community Schools, Michigan",NDA,BLISSFIELD COMMUNITY SCHOOLS,MICHIGAN,NCES_District-2606000,630 SOUTH LANE ST,BLISSFIELD,http://www.blissfieldschools.us
"Lockport City School District, New York",NDA,LOCKPORT CITY SCHOOL DISTRICT,NEW YORK,NCES_District-3617670,130 BEATTIE AVE,LOCKPORT,http://www.lockportschools.org
"Waterloo Central School District, New York",NDA,WATERLOO CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3600014,109 WASHINGTON ST,WATERLOO,http://www.waterloocsd.org
"Shamong Township School District, New Jersey",NDA,SHAMONG TOWNSHIP SCHOOL DISTRICT,NEW JERSEY,NCES_District-3414880,295 Indian Mills Road,Shamong,http://www.shamongschools.org
"Frontier Central School District, New York",NDA,FRONTIER CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3611670,S 5120 ORCHARD AVE,HAMBURG,http://www.frontier.wnyric.org
"University of Virginia, Virginia",NDA,UNIVERSITY OF VIRGINIA,VIRGINIA,NCES_District-5100041,UVA Health System,Charlottesville,
"Berlin Township School District, New Jersey",NDA,BERLIN TOWNSHIP SCHOOL DISTRICT,NEW JERSEY,NCES_District-3401620,225 Grove Avenue,West Berlin,http://www.btwpschools.org
"New Lebanon Local School District, Ohio",NDA,NEW LEBANON LOCAL SCHOOL DISTRICT,OHIO,NCES_District-3904871,320 S Fuls Rd,New Lebanon,http://www.newlebanonschools.org/
"Brodhead School District, Wisconsin",NDA,BRODHEAD SCHOOL DISTRICT,WISCONSIN,NCES_District-5501740,2501 W 5th Ave,Brodhead,http://www.brodhead.k12.wi.us
"Walton Central School District, New York",NDA,WALTON CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3629820,47-49 STOCKTON AVE,WALTON,http://www.waltoncsd.org
"Burlington Township School District, New Jersey",NDA,BURLINGTON TOWNSHIP SCHOOL DISTRICT,NEW JERSEY,NCES_District-3402460,P.O. Box 428,Burlington,http://www.burltwpsch.org
"Guilford County Schools, North Carolina",NDA,GUILFORD COUNTY SCHOOLS,NORTH CAROLINA,NCES_District-3701920,PO Box 880,Greensboro,http://www.gcsnc.com
"Washakie County School District #1, Wyoming",NDA,WASHAKIE COUNTY SCHOOL DISTRICT #1,WYOMING,NCES_District-5606240,1900 Howell Avenue,Worland,http://www.wsh1.k12.wy.us/
"Wilson County Schools, North Carolina",NDA,WILSON COUNTY SCHOOLS,NORTH CAROLINA,NCES_District-3705020,PO Box 2048,Wilson,http://www.wilsonschoolsnc.net
"Vance County Schools, North Carolina",NDA,VANCE COUNTY SCHOOLS,NORTH CAROLINA,NCES_District-3704650,PO Box 7001,Henderson,http://www.vcs.k12.nc.us
"New Hartford Central School District, New York",NDA,NEW HARTFORD CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3620370,33 OXFORD RD,NEW HARTFORD,http://www.nhart.org
"Levittown Union Free School District, New York",NDA,LEVITTOWN UNION FREE SCHOOL DISTRICT,NEW YORK,NCES_District-3617160,150 ABBEY LN,LEVITTOWN,http://www.levittownschools.com
"Eureka School District 44-1, South Dakota",NDA,EUREKA SCHOOL DISTRICT 44-1,SOUTH DAKOTA,NCES_District-4622560,PO Box 10,Eureka,http://www.eureka.k12.sd.us
"Ashwaubenon School District, Wisconsin",NDA,ASHWAUBENON SCHOOL DISTRICT,WISCONSIN,NCES_District-5500540,1055 Griffiths Ln,Green Bay,http://www.ashwaubenon.k12.wi.us
"St. Charles Community Schools, Michigan",NDA,ST. CHARLES COMMUNITY SCHOOLS,MICHIGAN,NCES_District-2632640,891 WEST WALNUT ST,SAINT CHARLES,http://www.stccs.org
"Van Dyke Public Schools, Michigan",NDA,VAN DYKE PUBLIC SCHOOLS,MICHIGAN,NCES_District-2634680,23500 MAC ARTHUR BLVD,WARREN,http://www.vdps.net
"Franklin Pierce School District, Washington",NDA,FRANKLIN PIERCE SCHOOL DISTRICT,WASHINGTON,NCES_District-5302940,315 129TH ST S,TACOMA,
"Loudoun County Public Schools, Virginia",NDA,LOUDOUN COUNTY PUBLIC SCHOOLS,VIRGINIA,NCES_District-5102250,21000 Education Court,Ashburn,http://www.lcps.org
"Mead School District, Washington",NDA,MEAD SCHOOL DISTRICT,WASHINGTON,NCES_District-5304920,2323 E Farwell Rd,MEAD,http://www.mead354.org
"Muncie Community Schools, Indiana",NDA,MUNCIE COMMUNITY SCHOOLS,INDIANA,NCES_District-1807320,4301 S. Cowan Road,Muncie,http://www.muncie.k12.in.us/
"Gates Chili Central School District, New York",NDA,GATES CHILI CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3611880,3 SPARTAN WAY,ROCHESTER,http://www.gateschili.org
"Durham Public Schools, North Carolina",NDA,DURHAM PUBLIC SCHOOLS,NORTH CAROLINA,NCES_District-3701260,PO Box 30002,Durham,http://www.dpsnc.net
"Bordentown Regional School District, New Jersey",NDA,BORDENTOWN REGIONAL SCHOOL DISTRICT,NEW JERSEY,NCES_District-3402030,318 Ward Avenue,Bordentown,http://www.bordentown.k12.nj.us
"Crete Public Schools, Nebraska",NDA,CRETE PUBLIC SCHOOLS,NEBRASKA,NCES_District-3100095,930 MAIN AVE,CRETE,
"Anacortes School District, Washington",NDA,ANACORTES SCHOOL DISTRICT,WASHINGTON,NCES_District-5300150,2200 M AVE,ANACORTES,
"Lapeer Community Schools, Michigan",NDA,LAPEER COMMUNITY SCHOOLS,MICHIGAN,NCES_District-2621180,250 2ND ST,LAPEER,
"Cincinnatus Central School District, New York",NDA,CINCINNATUS CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3607560,2809 CINCINNATUS RD,CINCINNATUS,http://www.cc.cnyric.org
"Greensburg Community Schools, Indiana",NDA,GREENSBURG COMMUNITY SCHOOLS,INDIANA,NCES_District-1804080,1312 W Westridge Pky,Greensburg,http://www.greensburg.k12.in.us
"Warden School District, Washington",NDA,WARDEN SCHOOL DISTRICT,WASHINGTON,NCES_District-5309510,101 W BECK WAY,WARDEN,http://www.warden.wednet.edu
"Marshall County Schools, West Virginia",NDA,MARSHALL COUNTY SCHOOLS,WEST VIRGINIA,NCES_District-5400750,PO BOX 578,MOUNDSVILLE,
"North Brunswick Township School District, New Jersey",NDA,NORTH BRUNSWICK TOWNSHIP SCHOOL DISTRICT,NEW JERSEY,NCES_District-3411490,PO Box 6016,North Brunswick,http://www.nbtschools.org
"Akron Central School District, New York",NDA,AKRON CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3602430,47 BLOOMINGDALE AVE,AKRON,http://www.akronschools.org
"City Schools of Decatur, Georgia",NDA,CITY SCHOOLS OF DECATUR,GEORGIA,NCES_District-1301680,125 Electric Avenue,Decatur,
"Fairport Central School District, New York",NDA,FAIRPORT CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3610890,38 W CHURCH ST,FAIRPORT,http://www.fairport.org
"Jackson Public Schools, Michigan",NDA,JACKSON PUBLIC SCHOOLS,MICHIGAN,NCES_District-2619620,522 WILDWOOD AVE,JACKSON,http://www.jpsk12.org
"Starpoint Central School District, New York",NDA,STARPOINT CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3628050,4363 MAPLETON RD,LOCKPORT,http://www.starpointcsd.org
"Williamsville Central School District, New York",NDA,WILLIAMSVILLE CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3631470,PO BOX 5000,EAST AMHERST,http://www.williamsvillek12.org
"Richland School District, Wisconsin",NDA,RICHLAND SCHOOL DISTRICT,WISCONSIN,NCES_District-5512960,PO Box 649,Richland Center,http://www.richland.k12.wi.us
"Kennewick School District, Washington",NDA,KENNEWICK SCHOOL DISTRICT,WASHINGTON,NCES_District-5303930,1000 W. 4th Avenue,KENNEWICK,http://www.ksd.org
"Caledonia Community Schools, Michigan",NDA,CALEDONIA COMMUNITY SCHOOLS,MICHIGAN,NCES_District-2607620,8948 KRAFT AVE SE,CALEDONIA,http://www.calschools.org
"Batesville School District, Arkansas",NDA,BATESVILLE SCHOOL DISTRICT,ARKANSAS,NCES_District-0500019,955 WATER ST,BATESVILLE,http://www.batesvilleschools.com
"Lake Hamilton School District, Arkansas",NDA,LAKE HAMILTON SCHOOL DISTRICT,ARKANSAS,NCES_District-0508610,205 WOLF ST,PEARCY,http://wolves.k12.ar.us
"Amherst Central School District, New York",NDA,AMHERST CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3602920,55 KINGS HWY,AMHERST,http://www.amherstschools.org
"Wallkill Central School District, New York",NDA,WALLKILL CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3629790,PO BOX 310,WALLKILL,http://www.wallkillcsd.k12.ny.us
"Kiona-Benton City School District, Washington",NDA,KIONA-BENTON CITY SCHOOL DISTRICT,WASHINGTON,NCES_District-5304020,1105 DALE AVE,BENTON CITY,http://www.kibesd.org
"Cazenovia Central School District, New York",NDA,CAZENOVIA CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3606780,31 EMORY AVE,CAZENOVIA,http://www.caz.cnyric.org
"Auburn School District, Washington",NDA,AUBURN SCHOOL DISTRICT,WASHINGTON,NCES_District-5300300,915 4TH ST NE,AUBURN,
"West Seneca Central School District, New York",NDA,WEST SENECA CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3630780,900 MILL RD,WEST SENECA,http://www.wscschools.org
"Putnam Valley Central School District, New York",NDA,PUTNAM VALLEY CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3624000,171 OSCAWANA LAKE RD,PUTNAM VALLEY,http://www.pvcsd.org
"Royal Oak Schools, Michigan",NDA,ROYAL OAK SCHOOLS,MICHIGAN,NCES_District-2630300,800 DeVillen Avenue,ROYAL OAK,http://www.royaloakschools.org
"Egg Harbor Township School District, New Jersey",NDA,EGG HARBOR TOWNSHIP SCHOOL DISTRICT,NEW JERSEY,NCES_District-3404560,13 Swift Drive,Egg Harbor Township,http://www.eht.k12.nj.us
"Galway Central School District, New York",NDA,GALWAY CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3611730,5317 SACANDAGA RD,GALWAY,http://www.galwaycsd.org
"Greenville Public Schools, Michigan",NDA,GREENVILLE PUBLIC SCHOOLS,MICHIGAN,NCES_District-2617160,1414 CHASE ST,GREENVILLE,http://www.gpsjackets.org
"Benton School District, Arkansas",NDA,BENTON SCHOOL DISTRICT,ARKANSAS,NCES_District-0502960,P O BOX 939,BENTON,http://bentonschools.org
"Stokes County Schools, North Carolina",NDA,STOKES COUNTY SCHOOLS,NORTH CAROLINA,NCES_District-3704380,PO Box 50,Danbury,http://www.stokes.k12.nc.us/
"Lacey Township School District, New Jersey",NDA,LACEY TOWNSHIP SCHOOL DISTRICT,NEW JERSEY,NCES_District-3408100,200 Western Blvd.,Lanoka Harbor,http://www.laceyschools.org
"Ithaca Public Schools, Michigan",NDA,ITHACA PUBLIC SCHOOLS,MICHIGAN,NCES_District-2619580,710 NORTH UNION ST,ITHACA,http://www.ithacaschools.net
"Sturgeon Bay School District, Wisconsin",NDA,STURGEON BAY SCHOOL DISTRICT,WISCONSIN,NCES_District-5514610,1230 Michigan St,Sturgeon Bay,http://www.sturbay.k12.wi.us
"Barron Area School District, Wisconsin",NDA,BARRON AREA SCHOOL DISTRICT,WISCONSIN,NCES_District-5500870,100 W River Ave,Barron,http://www.barron.k12.wi.us
"Branchburg Township School District, New Jersey",NDA,BRANCHBURG TOWNSHIP SCHOOL DISTRICT,NEW JERSEY,NCES_District-3402160,240 Baird Road,Branchburg,http://www.branchburg.k12.nj.us
"Essex County Schools Of Technology, New Jersey",NDA,ESSEX COUNTY SCHOOLS OF TECHNOLOGY,NEW JERSEY,NCES_District-3404800,60 Nelson Place,Newark,http://www.essextech.org
"Blytheville School District, Arkansas",NDA,BLYTHEVILLE SCHOOL DISTRICT,ARKANSAS,NCES_District-0503320,P O BOX 1169,BLYTHEVILLE,http://bythevilleschools.com
"Escanaba Area Public Schools, Michigan",NDA,ESCANABA AREA PUBLIC SCHOOLS,MICHIGAN,NCES_District-2613500,1500 LUDINGTON ST,ESCANABA,http://www.eskymos.com
"Franklin West Supervisory Union, Vermont",NDA,FRANKLIN WEST SUPERVISORY UNION,VERMONT,NCES_District-5099922,P.O. Box 108,Fairfax,http://www.franklinwestsu.org/
"Franklin County Schools, North Carolina",NDA,FRANKLIN COUNTY SCHOOLS,NORTH CAROLINA,NCES_District-3701530,53 West River Road,Louisburg,http://www.fcschools.net
"Richardson ISD, Texas",NDA,RICHARDSON ISD,TEXAS,NCES_District-4837020,400 S GREENVILLE AVE,RICHARDSON,http://www.risd.org
"San Joaquin County Office of Education, California",NDA,SAN JOAQUIN COUNTY OFFICE OF EDUCATION,CALIFORNIA,NCES_District-0691031,PO Box 213030,Stockton,http://www.sjcoe.org
"Little Falls City School District, New York",NDA,LITTLE FALLS CITY SCHOOL DISTRICT,NEW YORK,NCES_District-3617460,15 PETRIE ST,LITTLE FALLS,http://www.lfcsd.org
"Cinnaminson Township School District, New Jersey",NDA,CINNAMINSON TOWNSHIP SCHOOL DISTRICT,NEW JERSEY,NCES_District-3403120,2195 RIVERTON ROAD,CINNAMINSON,http://www.cinnaminson.com
"Passaic City School District, New Jersey",NDA,PASSAIC CITY SCHOOL DISTRICT,NEW JERSEY,NCES_District-3412540,P.O. Box 388,Passaic,http://www.passaicschools.org/
"Cayuga-Onondaga BOCES, New York",NDA,CAYUGA-ONONDAGA BOCES,NEW YORK,NCES_District-3680180,1879 W GENESEE ST RD,AUBURN,http://www.cayboces.org
"Vandercook Lake Public Schools, Michigan",NDA,VANDERCOOK LAKE PUBLIC SCHOOLS,MICHIGAN,NCES_District-2634650,1000 EAST GOLF AVE,JACKSON,http://vandyschools.org
"Burnt Hills-Ballston Lake Central School District, New York",NDA,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3605940,PO BOX 1389,BALLSTON LAKE,http://www.bhbl.org
"Chehalis School District, Washington",NDA,CHEHALIS SCHOOL DISTRICT,WASHINGTON,NCES_District-5301170,310 SW 16TH ST,CHEHALIS,http://www.chehalisschools.org
